,Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x ),Description_Translated,Description_Sentiment,Image_Text_Translated,Image_Text_Sentiment
302,Adrilles Jorge,adrillesjorge,865069.0,2023-03-19 18:52:06 EDT,2023-03-19,18:52:06,Photo,"24,930",24260,670,0,False,https://www.instagram.com/p/Cp_OkjuMhzo/,https://www.instagram.com/p/Cp_OkjuMhzo/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336471404_778905457174128_7577640708250289482_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=fruYCvQKTQAAX_S1Hyv&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDRxDthRzc4Brbjaam-y2lycqTl575tZJaC2g6dXx4O2A&oe=644530E3,,,"Adrilles Jorge @AdrillesRJorge Ajustiça foi rápida pra prender quem invadiu congresso, sem sequer processo. Mas invasor do MST é tratado como herói; terrorista no Rio Grande do Norte não é preso; bandido condenado é solto e eleito. Quando alguma justiça real invadirá a cabeça de alguns juízes brasileiros?",,,-1.21,Nan,0.0,"Adrilles Jorge @adrillesrjorge Adjustment was quick to arrest who broke into Congress, without even process.But MST invader is treated as a hero;Terrorist in Rio Grande do Norte is not arrested;condemned bandit is loose and elected.When will any royal justice break into the head of some Brazilian judges?",-0.4767
303,Carlos Bolsonaro 🇧🇷,carlosbolsonaro,3065345.0,2023-03-19 18:23:33 EDT,2023-03-19,18:23:33,Photo,"10,091",9865,226,0,False,https://www.instagram.com/p/Cp_LTVXAPDs/,https://www.instagram.com/p/Cp_LTVXAPDs/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336498606_1439074226629425_12761214268233304_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=bZXb8RXwt-kAX8Tqoj0&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBH8CDxUN1gNX2NjWioITe9ickcYkAfkd7VKgnm_F4cgA&oe=64446245,,"Segundo fontes, especialistas e “veículos de comunicação”, o caminhoneiro agradece ao lula mais esse aumento de preço no combustível!",Clark @eusouoclark Vai vendo! FOLHA DE S.PAULO Governo decide aumentar biodiesel no diesel; preço da bomba deve subir 2 centavos Percentual obrigatório vai passar de 10% para 12%; valor deve chegar a 15% até 2026 F 17.mar.2023 às 13h52 Carlos Bolsonaro @CarlosBolsonaro De boas! Só pagar bem a imprensa e colocar a culpa em outros!,,,-4.44,"According to sources, experts and “communication vehicles”, the trucker thanks Lula more this price increase in fuel!",0.6962,Clark @eusouoclark see!Folha de S.Paulo Government decides to increase biodiesel in diesel;Pump price should rise 2 cents mandatory percentage will rise from 10% to 12%;Value should reach 15% up to 2026 f 17.mar.2023 at 1:52 pm Carlos Bolsonaro @carlosbolsonaro de Boas!Just pay the press well and blame others!,0.4359
304,Jair M. Bolsonaro,jairmessiasbolsonaro,25295534.0,2023-03-19 16:26:19 EDT,2023-03-19,16:26:19,Photo,"249,496",245743,3753,0,False,https://www.instagram.com/p/Cp-94tjvlHt/,https://www.instagram.com/p/Cp-94tjvlHt/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336951857_2487825101387238_9087993001135840118_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=7KcKNwq2VpYAX8Dv9fT&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDC_KXhaNVteuLMFemxNo4bAqfx7OWN-lP6MdNNvT74fw&oe=64410A4A,,"- NÃO TE CONTARAM! COMPARTILHE A VERDADE!

- MAIS UMA ATITUDE DE JAIR BOLSONARO PARA BARATEAMENTO DOS COMBUSTÍVEIS, ALÉM DE ZERAR IMPOSTOS FEDERAIS.

- SANCIONADA LEI QUE PERMITE POSTOS DE COMBUSTÍVEL A COMPRAR ETANOL DIRETAMENTE DE PRODUTORES, SEM ATRAVESSADORES:

- Após aprovação da MP, a lei permite a venda direta do etanol (inclusive o que é misturado para a solução da gasolina), visando aumentar a competição no setor de combustíveis e barateamento do produto, eliminando a obrigatoriedade dos postos comprarem álcool combustível apenas dos distribuidores.",,,,-2.57,"- They didn't tell you!Share the truth!

- Another attitude of Jair Bolsonaro to cheap fuel, as well as zero federal taxes.

- Sanctioned law that allows gas stations to buy ethanol directly from producers, without middlemen:

- Upon approval by the MP, the law allows direct sale of ethanol (including what is mixed for gasoline solution), aiming to increase competition in the fuel and cheap sector of the product, eliminating the obligation of posts to buy fuel alcohol only fromDistributors.",0.893,Nan,0.0
305,Eduardo Bolsonaro🇧🇷,bolsonarosp,5079495.0,2023-03-19 13:22:51 EDT,2023-03-19,13:22:51,Album,"20,027",18546,1481,0,False,https://www.instagram.com/p/Cp-o5CxriwN/,https://www.instagram.com/p/Cp-o5CxriwN/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/336336907_1683137922116879_2100508684851437770_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=5Ae0TmohmEQAX-N9wUs&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfCbKHyZ7-aSgU1p2ZW9wz7Ck-rFUq8WLohsBZBLoRGZFw&oe=646990C0,,"Não acreditamos em teoria da conspiração, assim como não acreditamos em coincidências.",,,,-2.14,"We do not believe in conspiracy theory, just as we do not believe in coincidences.",0.4168,Nan,0.0
306,Eduardo Bolsonaro🇧🇷,bolsonarosp,5079495.0,2023-03-19 10:33:38 EDT,2023-03-19,10:33:38,Photo,"29,193",28399,794,0,False,https://www.instagram.com/p/Cp-VhnXLQV6/,https://www.instagram.com/p/Cp-VhnXLQV6/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/336086905_625240719428608_6459998032399961954_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Q1ivJUKxPJ8AX-nkoOh&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfBu7i4eDBW3qgmAmaC5CCiD49QX26ToWLRVfUt4FtDcvw&oe=6469408E,,"O amor venceu e o mercado é bolsonarista.
#FazoL",,,,-2.49,"Love has won and the market is a scholarship.
#Fazol",0.836,Nan,0.0
307,Bárbara Destefani | Te Atualizei,barbarapessoaloficial,100876.0,2023-03-19 10:19:22 EDT,2023-03-19,10:19:22,Photo,"21,026",19756,1270,0,False,https://www.instagram.com/p/Cp-T5LCrkez/,https://www.instagram.com/p/Cp-T5LCrkez/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336326705_759825292098500_4723494645248294861_n.webp?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=rfZdrujOJHoAX-aaIRL&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDqf9eY2gGcbtks4h79yZRUFwPixMTFdWHr5Lbc-Ujg_A&oe=644D5323,,O amor venceu ✊🏻,"METRÓPOLES Distrito Federal Vídeo: casa de prostituição lota em dia de encontro de prefeitos com Lula Carro de prefeitura em estacionamento, nome do evento na ponta da língua do segurança e boom de clientes: o efeito político na prostituição Alan Rios 19/03/2023 2:42, atualizado 19/03/2023 10:10 Metrópoles",,,1.27,Love won ✊🏻,0.836,"Metropolis Federal District Video: Prostitution House Put on the day of mayors with Lula City Hall in parking, event name at the end of the security language and client boom: the political effect on prostitution Alan Rios 19/03/2023 2: 42, updated 19/03/2023 10:10 Metropolis",0.34
308,Jair M. Bolsonaro,jairmessiasbolsonaro,25295534.0,2023-03-19 09:06:11 EDT,2023-03-19,09:06:11,Photo,"546,737",536812,9925,0,False,https://www.instagram.com/p/Cp-LhK3u1Ws/,https://www.instagram.com/p/Cp-LhK3u1Ws/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336495702_2209329629258972_8570298782082313967_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=JhDfR8jl6HgAX-UIWyv&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBFMiAUVbWqk4VcREUybeg6sDZD6Ka7hjm4pFQLNYO7Ww&oe=643F5F72,,"- NOVA REDUÇÃO DE IMPOSTOS DE ITENS DE CESTA BÁSICA!

- O Governo Jair Bolsonaro seguiu fazendo a sua parte e reduziu em 10% os impostos de importação sobre itens como feijão, carne, massas, biscoitos, arroz e materiais de construção. 

- Itens da cesta básica já tiveram anteriormente os impostos ZERADOS pelo Governo.

- O mundo todo sofria com sucessivas crises, primeiro da Covid, do ""fique em casa que a economia a gente vê depois"" do fecha-tudo""; e então a do conflito na Ucrânia.

- Mas o Governo Jair Bolsonaro, com apoio a empresas e trabalhadores, e com sucessivas reduções de impostos, reduziu os impactos da crise mundial sobre os brasileiros.

- Mesmo com a diminuição de impostos constantes, a arrecadação foi recorde no Brasil.

- Mais informações: https://www.gov.br/casacivil/pt-br/assuntos/noticias/2022/maio/reduzidos-a-zero-as-tarifas-de-imposto-de-importacao-de-alimentos-da-cesta-basica",,,,-1.22,"- New reduction in basic basket item taxes!

- The Jair Bolsonaro government continued to do its part and reduced import taxes on items such as beans, meat, pasta, cookies, rice and building materials.

- Basic basket items have previously had taxes zeroed by the government.

- The whole world suffered from successive crises, first of Covid, ""stay at home that the economy we see later"" from the closure ""; and then that of the conflict in Ukraine.

- But the Jair Bolsonaro government, with support to companies and workers, and with successive tax reductions, reduced the impacts of the world crisis on Brazilians.

- Even with the reduction of constant taxes, the collection was record in Brazil.

-More information: https://www.gov.br/casacivil/en-/assuntos/noticias/2022/maio/reduzidos-a-zero-as-tarifas-de-impos-de-importacao-de-alimentos-Da-Esta-Basica",-0.4482,Nan,0.0
309,Carlos Bolsonaro 🇧🇷,carlosbolsonaro,3065345.0,2023-03-19 07:48:18 EDT,2023-03-19,07:48:18,Photo,"16,565",15453,1112,0,False,https://www.instagram.com/p/Cp-CmrsgNeb/,https://www.instagram.com/p/Cp-CmrsgNeb/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336471408_237378812181818_2554706208120258092_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=rOc_VxHtMJMAX-pEbVa&_nc_oc=AQmU4kKZ-BdgqGzDDsNCbmZi56t48m4fbL8P847HUMl_DvoU5dz5HOhgEElH7uKtu-s&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDKqbuB8Xg7WogGHQ_dMSidYDaQ_CHeCOxoYf5gWMhd0Q&oe=64448813,,Isso que chamam de imprensa é o principal aliado do ladrão! Não há coincidências na vida! Via @paulomartins222,"Paulo Eduardo Martins @PauloMartins10 Tweet Nunca subestimem a força do amor. Ela é capaz de tudo, inclusive de parir a inflação que faz bem aos pobres. Viva o amor. Inflação dará alívio a pobres e pesará mais na classe média, dizem especialistas Assista íntegra de encontro sobre o assunto promovido pela Folha e e o Ibre-FGV F f 15.mar.2023 às 12h16 18:07 8:07.17/03/2023",,,-2.71,What they call the press is the main ally of the thief!There are no coincidences in life!Via @Paulomartins222,-0.4184,"Paulo Eduardo Martins @Paulomartins10 tweet never underestimate the strength of love.She is capable of everything, including giving birth to inflation that is good for the poor.Long live love.Inflation will give relief to poor and weigh more in the middle class, experts say full meeting on the subject promoted by Folha and Ibre-FGV F f 15.mar.2023 at 12:16 pm 18:07 8: 07.17/03/2023",0.8385
310,Bárbara Destefani | Te Atualizei,barbarapessoaloficial,93274.0,2023-03-18 21:20:37 EDT,2023-03-18,21:20:37,Photo,"10,362",10061,301,0,False,https://www.instagram.com/p/Cp86xc9Nyw6/,https://www.instagram.com/p/Cp86xc9Nyw6/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336292266_170319342521747_9113659954274389149_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=l5u_DYXpeMoAX9KPv8l&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfClIWH_IQwjP4gW9NErVKQtxHAThdDBad4tmXdbaUQY0A&oe=644CEAEB,,Estadão saiu do coma em que ficou por 4 anos...,"ESTADÃO OPINIAO DO ESTADÃO Assim como a população tem de cumprir decisões judiciais das quais discorda, ministros da Corte precisam respeitar leis constitucionais que divergem de suas preferências políticas",,,-1.6,Estadão left the coma where he stayed for 4 years ...,0.0,"Estadão Opinion of the Estadão as well as the population has to comply with judicial decisions of which he disagrees, court ministers need to respect constitutional laws that differ from their political preferences",0.4404
311,Flávio Bolsonaro,flaviobolsonaro,4432732.0,2023-03-18 19:47:29 EDT,2023-03-18,19:47:29,Photo,"18,989",18442,547,0,False,https://www.instagram.com/p/Cp8wHSXOuSL/,https://www.instagram.com/p/Cp8wHSXOuSL/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/336023895_3307278522916469_5346853516115366427_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=xo56WPJeBloAX9RG-lU&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfCvFBgNQzKCQj5Hv9aKgOIebANdhTZrCdIZcdtzgfUpsQ&oe=645D91D0,,"O investimento mínimo na Segurança Pública marcou as gestões petistas no comando dos estados, incluindo o Rio Grande do Norte, tomado pela bandidagem.

Na Bahia e no Maranhão, os ex-governadores, hoje ministros, deixaram os cargos com índices alarmantes relacionados a homicídio, tráfico de drogas e outros crimes.

Quando se vê que a prioridade do novo governo era apenas revogar normas que facilitavam o acesso a arma, fica fácil entender o motivo do Brasil caminhar para o abismo! Governo Lula quer criminalizar o direito à legítima defesa.",EXPLORE GAZETA DO POVO Bahia e Maranhão ASSINE x-governadores da cúpula do PT deixaram índices dramáticos de violência nos estados,,,-3.74,"The minimum investment in public safety marked petist management in charge of the states, including Rio Grande do Norte, taken by the bandit.

In Bahia and Maranhão, former governors, now ministers, left positions with alarming rates related to homicide, drug trafficking and other crimes.

When it turns out that the priority of the new government was just to revoke norms that facilitated access to the weapon, it is easy to understand why Brazil walks into the abyss!Lula government wants to criminalize the right to self -defense.",0.5848,Explore Gazeta do Povo Bahia and Maranhão Subscribe X-Governors of the PT Summit left dramatic rates of violence in the states,-0.6249
312,Gustavo Gayer,gusgayer,779964.0,2023-03-18 17:04:53 EDT,2023-03-18,17:04:53,Album,"11,730",11246,484,0,False,https://www.instagram.com/p/Cp8dgT0Ox68/,https://www.instagram.com/p/Cp8dgT0Ox68/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336091587_189501783817374_95486149777742584_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=51lBADj53cwAX_uCyHx&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAScWRoPU-ardSYxU00u66Hp-BwKfA6aB1iq0GwkpHGVQ&oe=643D94D8,,"Vou falar um negócio pra vocês, tem político que trabalha sim, e muito! Hahaha",,,,1.59,"I will tell you a business, there is a politician who works yes, and a lot!Haha ha",0.6588,Nan,0.0
313,Eduardo Bolsonaro🇧🇷,bolsonarosp,5078124.0,2023-03-18 13:12:23 EDT,2023-03-18,13:12:23,Photo,"67,901",63021,4880,0,False,https://www.instagram.com/p/Cp8C5hBLMxL/,https://www.instagram.com/p/Cp8C5hBLMxL/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/335964790_1644029692727935_1561962870871751853_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=rufNOFOlyEMAX_mDPmj&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfAXzXkqpzEdgnF-fRvC_Qp1j5h71jJbaA2p6_YHj69-_w&oe=6468EF71,,Mais alguém ai tem fé?,"dp Eduardo Bolsonaro prevê queda de Lula antes de 2026 e diz que seu pai voltará dos EUA como 'guerreiro da oposição' Em entrevista ao Programa Pânico, da Jovem Pan News, deputado falou sobre possíveis 'erros' do governo anterior e defendeu proteção Carla Zambelli (PL-SP) por episódio com arma de fogo: 'Disparo foi acidental' Por Jovem Pan 17/03/2023 4h15- Atualizado em 17/03/2023 14h45 ΑΟИΟ OPOSIÇÃO TRETAS BASTIDORES OROSCAO.NETASEBASTOOESOOCONGR BAST DO CONGRESSO @onsicejerempen DEP. FEDERAL EDUARDO BOLSONARO",,,-1.07,Anyone else there has faith?,0.4215,"DP Eduardo Bolsonaro predicts Lula's fall before 2026 and says his father will return from the US as an 'opposition warrior' in an interview with Pan News's Panic program, deputy spoke about possible 'mistakes' of the previous government and defended protection Carla Zambelli(PL-SP) By firearm episode: 'Shooting was accidental' by young pan 17/03/2023 4h15- Updated 17/03/2023 2:45 pm αοиode trap track trays.NetaseBastooSoocongr Bast of Congress @onsicerempen dep.Federal Eduardo Bolsonaro",-0.8126
314,Eduardo Bolsonaro🇧🇷,bolsonarosp,5078124.0,2023-03-18 10:47:17 EDT,2023-03-18,10:47:17,Photo,"52,916",50898,2018,0,False,https://www.instagram.com/p/Cp7ySxIrF18/,https://www.instagram.com/p/Cp7ySxIrF18/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/336011140_746525710316062_2972619906118421020_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=10XSO65xB4AAX--QjtY&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfA3MLeIIHYJdojk4equykMdKwDEbnETgSFD9kZqbCx6Qw&oe=646953A5,,Mais uma do “petista quando não está se lambuzando com o poder está mentindo”.,"23:59 00:00 Economia Haddad chama de"" insanidade"" rombo na economia de R$ 300 bi deixado por Bolsonaro CUT ண்.டன GLOBO Haddad diz que Brasil tem 'gordura' para reduzir taxa de juros que o resto do mundo não tem ANSMISSÃO DE GARGO Haddad também destacou व 'herança maldita' deixada pelo governo de Jair Bolsonaro (PL), Escrito por: Brasil 247 02 Janeiro, 2023",,,-1.37,"One more of the ""petista when not smearing with power is lying.""",-0.5267,"23:59 00:00 Economy Haddad calls ""insanity"" break in the economy of $ 300 billion left by Bolsonaro Cut ண்.டன Globo Haddad says Brazil has 'fat' to reduce interest rates that the rest of the world has no hangingDe Gargo Haddad also highlighted व 'damn heritage' left by the government of Jair Bolsonaro (PL), written by: Brazil 247 02 January, 2023",-0.7717
315,Oscar Magrini,oscarmagrini,506563.0,2023-03-18 09:21:24 EDT,2023-03-18,09:21:24,Album,"21,585",19957,1628,0,False,https://www.instagram.com/p/Cp7odtCunm0/,https://www.instagram.com/p/Cp7odtCunm0/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/336147858_166450782892022_7247413957889705728_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=lBsJtGZUF-4AX8vEGzN&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfDhL5m7e4Qq9T8O09D5AkAll4zP0GrA3I5eGiBge9fxEA&oe=647F6218,,"Parabéns pelo seu dia meu amor 👏🏻🎂❤️@matildemastrangi mais um ano de vida que Deus permitiu a vc que celebrasse a vida!! Te desejo o melhor ,muita saúde e felicidades e de fazer parte de metade da sua vida… estamos  juntos há 33anos e que Deus continue  nos abençoando 🙏🏼👏🏻👏🏻❤️❤️🥰🥰🥰😃 TE AMO 🥰🥰😍😍😃❤️😉",,,,15.21,"Congratulations on your day my love 👏🏻🎂❤️@matildemastrangi another year of life that God allowed you to celebrate life !!I wish you the best, a lot of health and happiness and to be part of half of your life… We are together for 33 years and may God continue to bless us 🙏🏼👏🏻👏)",0.9832,Nan,0.0
316,Carlos Bolsonaro 🇧🇷,carlosbolsonaro,3064314.0,2023-03-18 08:58:12 EDT,2023-03-18,08:58:12,Photo,"22,622",20390,2232,0,False,https://www.instagram.com/p/Cp7lzt1AHfW/,https://www.instagram.com/p/Cp7lzt1AHfW/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336477239_203403508970192_5837743594830435421_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=nAD6AODZ0XwAX9QmJyA&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBp2zSvZ5I5mbtilS4b0sg1oBKoC8e18zKE0ODnFvqLTg&oe=644361E9,,"Nada tem a ver com informação, somente com controle do que você deve digerir! Isso é o que chamam de democracia da atualidade onde o dinheiro vale muito mais do que o que você pensa. 

A repulsa do povo diante da desonestidade intelectual destes seres lhes fazem tristes, vingativos, mal amados e fracassados perante ao que vomitam. E eles sabem disso. Tal constatação os devora de ódio e nenhum artifício os fará se sentirem melhores. Apenas chorem! Controlar jamais será sinônimo de crédito! Pobres!

Felizmente a credibilidade não sai das verbas gordas e absolutamente nada vai fazer você parar de pensar mesmo que criem todos os artifícios “legais” desta nova obscura modalidade de “compromisso com a mensagem”. A Venezuela chegou no Brasil!","Onews GloboNews ""Nós, da imprensa tradicional, que apanhamos tanto das redes sociais, somos o antídoto às fake news. Apanhamos por dizer a verdade que as redes escondem para amplificar as mentiras"", diz @ECantanhede. ©news Em Pauta MAR20:57 20:57 Pauta ataque democracia ENTIDADES PEDEM PUNIÇÃO DE FAKE NEWS ETORNO IMEDIATODE BANEIS ROCHA.A DODE TCUDA DIAS ABO 0:02 16 mar.",,,-2.01,"It has nothing to do with information, only with control of what you should digest!This is what they call today's democracy where money is worth much more than you think.

The repulsion of the people before the intellectual dishonesty of these beings are sad, vindictive, badly beloved and failed to what they vomit.And they know that.Such finding devours them of hatred and no device will make them feel better.Just cry!Controlling will never be synonymous with credit!Poor!

Fortunately, credibility does not come out of fat funds and absolutely nothing will make you stop thinking even if they create all the “cool” devices of this obscure new modality of “commitment to the message”.Venezuela arrived in Brazil!",-0.8647,"Onews GloboNews ""We, from the traditional press, who we get so much from social networks, are the Antidote to Fake News. We are told for telling the truth that the networks hide to amplify lies,"" says @ecantanhede.© News In Agenda Mar20: 57 20:57 Table Attack Democracy Entities ask for fake news punishment immediate eorno Baneis Rocha.a dode tcuda days AO 0:02 16 Mar.",-0.9287
317,Rodrigo Constantino,rodrigoconstantino1976,1444970.0,2023-03-18 07:45:26 EDT,2023-03-18,07:45:26,Photo,"1,062",938,124,0,False,https://www.instagram.com/p/Cp7dex5uqTC/,https://www.instagram.com/p/Cp7dex5uqTC/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336960023_174369655401216_4602695423697694029_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=EyQtcQJLL4sAX-DQYWy&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCYU_lQqeeKgUhp_trGQ0cqURmbRV0YFLAQyvMcOnsEtg&oe=64484C5D,,Inflação do bem… 🤡,"Inflação dará alívio a pobres e pesará mais na classe média, dizem especialistas 30000s puziA 4050 950 folha.uol.com.br Inflação dará alívio a pobres e pesará mais na classe m...",,,-15.86,Good inflation… 🤡,0.4404,"Inflation will give you poor relief and weigh more in the middle class, experts say 30000s Puzia 4050 950 leaf.uol.com.br inflation will give relief to poor and weigh more in class M ...",0.0
318,Bárbara Destefani | Te Atualizei,barbarapessoaloficial,93274.0,2023-03-18 07:06:09 EDT,2023-03-18,07:06:09,Photo,"11,776",11655,121,0,False,https://www.instagram.com/p/Cp7Y_DmOYUT/,https://www.instagram.com/p/Cp7Y_DmOYUT/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336252551_2060576417473835_7929861834540833597_n.webp?stp=dst-jpg&_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=fpgrtZbN9RAAX_7XOmZ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA6Pms6kfs3ddmqR8i0OzX78TyZCYB7VCewj5nTGI8taw&oe=644BDC8D,,"Vídeo novo no canal, link está nos stories.",ATALZEI! 18/3/23 VARIAS BOAS NOTICIAS,,,-1.46,"New video on the channel, Link is on Stories.",0.0,Atalzei!18/3/23 Various good news,0.4926
319,Flávio Bolsonaro,flaviobolsonaro,4432732.0,2023-03-18 04:34:55 EDT,2023-03-18,04:34:55,Photo,"15,289",14897,392,0,False,https://www.instagram.com/p/Cp7HrcFOczN/,https://www.instagram.com/p/Cp7HrcFOczN/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336015169_929715488162727_4953106712463939778_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=0ntVFldvO84AX_idROP&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBy-XQvG9fqh-5bvxAW2ctvAtHnKAJl1Jr3Mvvz71hO0A&oe=6451FDC7,,"PL no RJ:
- Governador
- 3 Senadores
- 11 Deputados Federais
- 17 Deputados Estaduais

O PL no Rio de Janeiro deu um importante passo para sua re-união.

Chegamos a um acordo para que a executiva estadual tenha importantes nomes do PL fluminense. O diretório terá em sua composição representes  do governador Cláudio Castro, de senadores, deputados federais, estaduais e prefeitos. 

As decisões sobre quem serão os candidatos às 92 prefeituras do Estado do Rio passarão por este conselho de experientes políticos e continuará sob a presidência do deputado Altineu Cortes.

@claudiocastrorj @altineucortesrj @plnacional22 @carlosportinho @romariofaria

Fonte: https://extra.globo.com/blogs/extra-extra/post/2023/03/pl-do-rio-desenha-caminho-para-a-pacificacao.ghtml","EXTRA Extra, Extra Depois da tempestade política: PL traça o caminho para a pacificação no diretório do Rio",,,-4.61,"PL in RJ:
- Governor
- 3 Senators
- 11 federal deputies
- 17 state deputies

The PL in Rio de Janeiro has taken an important step towards its re-union.

We have reached an agreement for the state executive to have important names of PL Fluminense.The directory will have in its composition representing by Governor Claudio Castro, senators, federal, state and mayors.

Decisions about who will be the candidates for the 92 municipalities of the state of Rio will go through this Council of experienced politicians and will continue under the presidency of Deputy Altineu Cortes.

@claudiocastroj @altineucoesrj @plNacional22 @carlosportinho @romariofaria

Source: https://extra.globo.com/blogs/extra-extra/post/2023/03/pl-do-desha---caminho-para-a-pacificacao.ghtml",0.7351,"Extra, extra after the political storm: PL traces the path to pacification in the Rio directory",0.0
320,Flávio Bolsonaro,flaviobolsonaro,4432732.0,2023-03-17 21:05:54 EDT,2023-03-17,21:05:54,Photo,"20,438",19506,932,0,False,https://www.instagram.com/p/Cp6USuEOmn_/,https://www.instagram.com/p/Cp6USuEOmn_/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336341428_231155075962233_2320836883629997939_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=8IhK4zIaspUAX9IE2OT&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCoeK4rdhzvPji5qD0NiVtBKrFGCeFB27vNqOACUKkCuA&oe=64428BB7,,"A taxa de desocupação no Brasil ficou 8,4% no trimestre encerrado em janeiro (Gov. Lula). No trimestre encerrado em dezembro de 2022, estava em 7,9% (Gov. Bolsonaro).

Não preciso falar mais nada, né? O ex mais amado do Brasil tá fazendo falta!",estadao.com.br ESTADÃO f Desemprego volta a subir no País após dez quedas seguidas Redação Estadão 17 de março de 2023 09h11,,,-3.65,"The vacancy rate in Brazil was 8.4% in the quarter ended in January (Gov. Lula).In the quarter ended in December 2022, it was 7.9% (Gov. Bolsonaro).

I don't need to say anything else, right?The most beloved ex in Brazil is missing!",0.3989,"Estadao.com.br Estadão F Unemployment again rises in the country after ten Falls in a row Writing Estadão 17, 2023 09h11",-0.4404
