Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x )
Gilson da Autoescola,gilsondaautoescola,N/A,2023-04-06 20:00:06 EDT,2023-04-06,20:00:06,Album,66,62,4,0,false,https://www.instagram.com/p/CqtsqSYpoVd/,https://www.instagram.com/p/CqtsqSYpoVd/,https://scontent-sea1-1.cdninstagram.com/v/t39.30808-6/339486082_1351317895435407_283501822429212012_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=F8PgZPDhaAoAX-1TwdB&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAId7KOJmL-K634E03bCVBIhMioWHAs5qpyexH6QC5DNA&oe=6493C862,,"SUPER MÉDICO 

Tive a honra de protocolar o projeto de resolução, concedendo Título de Cidadão Honorário para o Doutor Marco Túlio,  em reconhecimento do povo Betinense pela relevante atuação na área da medicina desempenhando sua profissão de maneira comprometida, humanitária e social, sendo conhecido no município e região.

Deus Abençõe!!!
.

.

.

#reconhecimento #vereadoratuante #vereadorgilsondaautoescola",,,,1.18
Jose Vasconcelos Viana,josevasconcelosviana,25916,2023-04-06 16:23:22 EDT,2023-04-06,16:23:22,Photo,391,327,64,0,false,https://www.instagram.com/p/CqtT24jJY11/,https://www.instagram.com/p/CqtT24jJY11/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/339703297_3419895511588949_2412558646230863294_n.webp?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=FlKnwQH3DWIAX8zOgCI&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC4v8Pt9XNy1zgsvOTIf6puCH9pFOwT3dqqnip83K0DuA&oe=64969B48,,"O QUE VOCÊ ACHA?
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #oladraonaosobearampa #quartéis #intervencaomilitar #bolsonaropreso #Brasil #bolsonarojoias #bolsonatovoltou #omitovoltou",,,,1.75
Aline Bastos,alinebastosmg,22553,2023-04-06 15:40:31 EDT,2023-04-06,15:40:31,Photo,"1,599",1490,109,0,false,https://www.instagram.com/p/CqtO9BFO9DQ/,https://www.instagram.com/p/CqtO9BFO9DQ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/339803469_767450891404837_7162319910065604712_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=6ectU04SAHYAX-UbuFP&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBzPyZLvKWAU8L8zL18H21PD6vTOwEnb1wfen5_AK_XqA&oe=6495DC15,,"@erasmogomes.oficial 
Simples assim! 

Hora de revermos isso!",,,,5.17
🔹𝓟𝓻. 𝓣𝓱𝓲𝓪𝓰𝓸 𝓑𝓮𝔃𝓮𝓻𝓻𝓪,ofc.thiago_pr,103731,2023-04-06 10:31:31 EDT,2023-04-06,10:31:31,Photo,"1,166",1132,34,0,false,https://www.instagram.com/p/Cqsrlz0OmHu/,https://www.instagram.com/p/Cqsrlz0OmHu/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/339821120_1142114503846185_1390499400039196002_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=jlDi98ivNVAAX__TH3l&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA-O3W8AdiUUJ-95zfaIEeO9q4Dapcf92wo3hBGojDGog&oe=6496AC2C,,"Treinei a mente e o corpo porque e só o começo, pela a omissão dos bons os maus querem reinar.",,,,1.89
Sergio Brucutu,sergio_brucutu,5150,2023-04-06 08:50:31 EDT,2023-04-06,08:50:31,Photo,55,50,5,0,false,https://www.instagram.com/p/CqsgCG1OfS3/,https://www.instagram.com/p/CqsgCG1OfS3/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/339639894_5789686324486693_6618500028230797095_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=N6DntNhfN84AX_kaw9B&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBCezdiKLx2Mnt3uugly3lm95kyIY_vzbOBEM1rtQKtRQ&oe=64952B25,,Minha Gratidão aos filhos e às Mães que tanto bem os fazem!,,,,-1.27
SARGENTO RODRIGUES,sargentorodriguesoficial,32422,2023-04-06 08:39:00 EDT,2023-04-06,08:39:00,Photo,150,147,3,0,false,https://www.instagram.com/p/CqsetyTrjDo/,https://www.instagram.com/p/CqsetyTrjDo/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/339668685_1448468792225092_3542964045192429987_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=5i8_Ra3F54gAX_eszKZ&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfCHpMiXu0Z23iohm4Z5iXywb2GXrCJ2bCZkvYL1KAikaw&oe=646C7F0F,,"Parabéns aos policiais militares que prenderam um casal que usavam drones para arremessar drogas e celulares para o presídio de São Joaquim de Bicas. Eles também apreenderam baterias e três controles remotos, meia barra de maconha, aparelhos celulares e chips de telefonia, uma arma de fogo sem munição, além de um kit preste a ser lançado com um telefone, bateria e chip.

Sou autor da Lei 22.922/2018, que proíbe o uso de drones no interior de prédios e construções fechadas do Estado, tais como ginásios, estádios, arenas a céu aberto, escolas públicas, unidades policiais e estabelecimentos prisionais e socioeducativos. O objetivo é da Lei prevenir ações criminosas, como esta, o lançamento de objetos como serras, armas e drogas no interior de unidades prisionais. 🚨🚓","g1 MINAS GERAIS Casal é preso suspeito de usar drone para arremessar celulares e drogas para presídio, na Grande BH Eles recebiam R$ 200 por cada lançamento para do complexo penitenciário de São Joaquim de Bicas. Por Henderson Guilherme Pimenta, g1 Minas 05/04/2023 6h25 Atualizado há 8horas Belo Horizonte Drone Globo remessar celulares drogasp de residio, Grande Foto: tenrique APolícia Militar (PM) prendeu, nesta terça-feira um casal suspeito de usar drones para arremessar celulares drogas para interiordo do Complexo Penitenciário São Joaquim Bicas, Região Metropolitana de Belo Horizonte.",,,-2.85
Robert Zorzato,robertzorzato,1721,2023-04-05 15:59:55 EDT,2023-04-05,15:59:55,Photo,44,43,1,0,false,https://www.instagram.com/p/CqqsYPSvrvm/,https://www.instagram.com/p/CqqsYPSvrvm/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/339764912_754247279713225_5971398791757212179_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=fu1q33R50MgAX9hfSxH&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfCI_OW-vBY4LLrpxOWZV3lknJpIlyXQGSOWqiNCsfv_Qg&oe=646E7099,,A Páscoa está chegando né?,SP Portal SJP Verdade Publicado por Robert Zorzato Agora mesmo Não debochem de crianças que acreditam no coelho da Páscoa... tem gente que acreditou que ia COMER PICANHA!,,,-1.09
Jose Vasconcelos Viana,josevasconcelosviana,25915,2023-04-05 15:38:49 EDT,2023-04-05,15:38:49,Photo,438,392,46,0,false,https://www.instagram.com/p/Cqqp9rUpJ2B/,https://www.instagram.com/p/Cqqp9rUpJ2B/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/339686586_677949324331816_5652245020056354763_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=DVjLYamFoq4AX9c5zKD&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAKwGQ8BTxRLNCPvItpCvR-ME1LXuE9r4qtliovMJwZpQ&oe=64967347,,"CONCORDO!
.
.
.
.
.
.
.
.
.

.

.
.
.
.
.
.
.
.
.
.
#grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #oladraonaosobearampa #quartéis #intervencaomilitar #bolsonaropreso #Brasil #bolsonarojoias #bolsonatovoltou #omitovoltou",,,,1.96
Jose Vasconcelos Viana,josevasconcelosviana,25915,2023-04-05 12:46:56 EDT,2023-04-05,12:46:56,Photo,29,29,0,0,false,https://www.instagram.com/p/CqqWSznOM1h/,https://www.instagram.com/p/CqqWSznOM1h/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/339511810_259090696452895_6994637825898885183_n.webp?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=2hNftBD6LgwAX-OrxH7&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCm_23xIBXTvrSwqQl30W1zl0-QCNrZ6WcUg9c0NiRuqA&oe=6496A40E,,"CHEGA! PRECISAMOS ACABAR COM A IMPUNIDADE!
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
#grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #oladraonaosobearampa #quartéis #intervencaomilitar #bolsonaropreso #Brasil #bolsonarojoias #bolsonatovoltou #omitovoltou #sossantacatarina",,,,-7.69
André da Maria Gorda,andremariagorda,360441,2023-04-05 09:58:55 EDT,2023-04-05,09:58:55,Photo,37,37,0,0,false,https://www.instagram.com/p/CqqDERprmDZ/,https://www.instagram.com/p/CqqDERprmDZ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/339497722_576959691057062_5549325086404108121_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=fIXebZxolGIAX-7TipE&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDc-0vwLbtEq_7AwwwIz5GAi3PJZLIfbs2bhpN2fqVKjg&oe=6497794D,,"Bom dia Amigos e Clientes🤓
Se liguem na promo que ta rolando aqui:
Na compra de 1 feijoada p/ 2 pessoas + 1 coca L, ganhe 1 belíssimo copo🥤
#vemsimbora que essa promo é por tempo limitado e válida apenas pelo iFood.",,,,-1.7
Jose Vasconcelos Viana,josevasconcelosviana,25915,2023-04-05 09:47:44 EDT,2023-04-05,09:47:44,Photo,48,40,8,0,false,https://www.instagram.com/p/CqqByRJOR_k/,https://www.instagram.com/p/CqqByRJOR_k/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/339514880_957273798968935_1554701332042038920_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=EdfdBf0loJQAX8omT8r&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAui4w_6n1H7D6GWq3NZCz0qS3_eMeq6HbkFW63MTva5Q&oe=64950099,,"CRIMINOSO CANALHA!
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
#grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #oladraonaosobearampa #quartéis #intervencaomilitar #bolsonaropreso #Brasil #bolsonarojoias #bolsonatovoltou #omitovoltou",,,,-4.65
WESLEY ROS,wesleyros,288490,2023-04-05 09:04:18 EDT,2023-04-05,09:04:18,Photo,"2,192",2100,92,0,false,https://www.instagram.com/p/Cqp80NauMk-/,https://www.instagram.com/p/Cqp80NauMk-/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/339808527_1676032592850397_6081554607776580481_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=2HfdIKp5iNUAX_YWkLV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD9jWmZ6xjjLqnTsKHdjgV6lf1m47Hb8710x-A5Nmlozw&oe=6486B300,,"CAI BABILÔNIA!! 
Aleluiaaaaaaaaa 🙌🏾",GLOBO MAR FRIAS LIXO METRÓPOLES ÃPOLES Exclusivo: jornalismo da Globo faz demissão em massa,,,-2.67
Edson Feitosa,cetogenese.saude,N/A,2023-04-04 21:12:06 EDT,2023-04-04,21:12:06,Photo,59,59,0,0,false,https://www.instagram.com/p/CqorT5TtveP/,https://www.instagram.com/p/CqorT5TtveP/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/339360351_1714777615618572_862112757900651150_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=MuXDLoxBSY4AX_XOXFD&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC7iw--vwF-oAt6m7p9jza2CZ3gaXwE0tT9xR6-_apyYA&oe=649739C0,,É amanhã as 20h no @betafontanari,,,,1.11
Robert Zorzato,robertzorzato,1717,2023-04-04 16:40:18 EDT,2023-04-04,16:40:18,Photo,31,31,0,0,false,https://www.instagram.com/p/CqoMNKuvEkv/,https://www.instagram.com/p/CqoMNKuvEkv/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/339503456_1014644469512806_8797847470142187742_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=QQvjfZ8FaqAAX-6JBWR&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfBqDgRwcgsT39VCJ_H9teme4li-WA6pXxnahluVJ34vyQ&oe=6464F996,,Tá gostando né?,"PORTAL SJP Portal SJP Verdade 3 min Após taxação, algumas empresas do AliExpress, Shein e Shopee já suspenderam os envios para o Brasil. Faz",,,-1.55
SARGENTO RODRIGUES,sargentorodriguesoficial,32302,2023-04-04 14:55:57 EDT,2023-04-04,14:55:57,Video,"1,434",1241,193,9849,false,https://www.instagram.com/tv/CqoAO0mg20T/,https://www.instagram.com/tv/CqoAO0mg20T/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/339324372_883302309503167_5665629665807018514_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=z6ixfJZfnlAAX8t85Wr&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfDmrN9l_cqiP9DfLn1pkQSoq0NHr8FKwNIFFwovjOUKCA&oe=646D8A54,,"Faço um apelo ao Presidente da ALMG @tadeumartinsleite para que não coloque o Projeto de Lei 415/2023, na pauta de votação, em segundo turno, sem que antes o Governador do Estado nos chame para negociar a recomposição das perdas inflacionárias dos servidores da segurança pública, que já chega em 35,44%.",,,,-1.21
Gilson da Autoescola,gilsondaautoescola,N/A,2023-04-04 10:59:24 EDT,2023-04-04,10:59:24,Photo,40,38,2,0,false,https://www.instagram.com/p/CqnlMUduDSi/,https://www.instagram.com/p/CqnlMUduDSi/,https://scontent-sea1-1.cdninstagram.com/v/t39.30808-6/339813805_134948412876707_8096982179119322888_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=itA-Yci1eToAX-v5leR&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBm4gV6W07uPIab_U_fQ2lBtFy9ezE8u3Rs86GX9Ro0eg&oe=649528BB,,"VISITA ALMG

Dr Paulo Renato é, além de advogado especialista em Direito Eleitoral, um grande amigo e parceiro.
Trabalha na Assembléia legislativa com o Deputado Estadual Roberto Andrade.

Quero agradecer e desejar ao Dr. Paulo Renato muito sucesso na sua caminhada. Que Deus abençõe tudo que tem feito por mim e pelo meu mandato.

Seguimos juntos!🇧🇷🔺🚀
.
.
.
#Parcerias #vereadorgilsondaautoescola #betimmg",,,,-1.4
